Date,Drug type,Origin,Transit,Destination,Seizure country,Seizure place,Origin place,Destination place,Vessel,Shipping line,Container no.,Cover cargo,Routing,Concealment,Modus operandi,Total quantity (kg),Other quantity,Other unit,Case count,Arrests,Transport type,Container,Risk score,Risk band,Risk flags,Reports (n),Outlets,Text used,Language,Headline,Link,Event ID
2026-08-28,Cocaine,,,,,,,,,,,,,,Cocaine (263 kg),263.0822,,,1,,Unknown,No,0,Low,,1,DEA (.gov),snippet,en,Major Seizure of 580 Pounds of Cocaine Seized at a Self- Storage Facility in Long Island City,https://www.dea.gov/press-releases/2026/08/28/major-seizure-580-pounds-cocaine-seized-self-storage-facility-long-island,386
2026-08-27,Cocaine,United States,,,United States,Port Everglades,Port Everglades,,,,,cement,,Legitimate cargo (industrial/goods),Cocaine (3.2 t) | Sea - vessel/small craft | concealed: Legitimate cargo (industrial/goods) | 5 arrests,3175.13,,,1,5.0,Sea - vessel/small craft,No,40,Medium,"Hidden in legitimate cargo, Large quantity, Organised network",1,Fox News,full,en,"Coast Guard seizes 7K pounds of cocaine worth more than $54 million near Puerto Rico, five arrested",https://www.foxnews.com/us/coast-guard-seizes-7k-pounds-cocaine-worth-more-than-54-million-near-puerto-rico-five-arrested,520
2026-08-27,Methamphetamine,Pakistan,,,Germany,Hamburg,,,,,,rice,Pakistan -> Germany,Legitimate cargo (food/produce),Methamphetamine | Sea - container | concealed: Legitimate cargo (food/produce) | route: Pakistan -> Germany,,,,1,,Sea - container,Yes,40,Medium,"Container cargo, Hidden in legitimate cargo, Multi-country route, Multiple drugs",1,bluewin.ch,full,en,1.5 metric tons of crystal meth discovered in the Port of Hamburg,https://www.bluewin.ch/en/news/1.5-metric-tons-of-crystal-meth-discovered-in-the-port-of-hamburg-li.3577589,907
2026-08-27,NSA,United States,,,United States,Maryland,,,,,,cement,,Legitimate cargo (industrial/goods),NSA (0 kg) | concealed: Legitimate cargo (industrial/goods),0.4,,,1,,Unknown,No,25,Medium,"Hidden in legitimate cargo, Organised network, Multiple drugs",1,The BayNet,full,en,"Maryland Father-Son Drug Bust: Authorities Seize Millions In Fentanyl, Cocaine And Cash",https://thebaynet.com/maryland-father-son-drug-bust-authorities-seize-millions-in-fentanyl-cocaine-and-cash/,746
2026-08-27,Unspecified,,,,,,,,,,,,,,Unspecified (1.0 t),1045.0,,,1,,Unknown,No,20,Low,Large quantity,1,조선일보,snippet,en,"Korea Customs Seizes 1,045 kg Narcotics, 100% Arrests",https://www.chosun.com/english/market-money-en/2026/08/27/IFFYNBZAGJCXDNIKXOJCDXFUEA/,677
2026-08-27,NSA,,,,United States,Atlanta,,,,,,cement,,Legitimate cargo (industrial/goods),NSA | Road | concealed: Legitimate cargo (industrial/goods),,,,1,,Road,No,20,Low,"Hidden in legitimate cargo, Multiple drugs",1,FOX 5 Atlanta,full,en,"Cartersville police seize enough fentanyl to kill 8,000 in traffic stop arrest",https://www.fox5atlanta.com/news/cartersville-police-seize-enough-fentanyl-kill-8000-traffic-stop-arrest,734
2026-08-27,Cocaine,,,,United States,New York,,,,,,,,,Cocaine (0 kg),0.31805,,,1,,Unknown,No,5,Low,Multiple drugs,1,aol.com,full,en,"Nearly Half-Pound Of Crack, Fentanyl, Over $2K Seized In Poughkeepsie Drug Raid: Police",https://www.aol.com/articles/nearly-half-pound-crack-fentanyl-200000000.html,774
2026-08-27,Cigarettes,,,,Hong Kong,,,,,,,,,,Cigarettes | Road,,,,1,,Road,No,0,Low,,1,The Standard (HK),full,en,"Customs seizes $8.3m worth of illicit cigarettes in Tsing Yi flat, arrests 28-year-old man",https://www.thestandard.com.hk/news/article/341044/Customs-seizes-83m-worth-of-illicit-cigarettes-in-Tsing-Yi-flat-arrests-28-year-old-man,847
2026-08-27,Cigarettes,,,,Hong Kong,Hong Kong airport,,,,,,,,Luggage / passenger goods,"Cigarettes (76,800 cigarettes) | Air - passenger | concealed: Luggage / passenger goods",,76800.0,cigarettes,1,,Air - passenger,No,0,Low,,1,bastillepost.com,full,en,Two Mainland Passengers Jailed for Importing Duty-Not-Paid Cigarettes at Airport,https://www.bastillepost.com/global/article/6111299-two-mainland-passengers-jailed-for-importing-duty-not-paid-cigarettes-at-airport,864
2026-08-27,Methamphetamine,,,,United States,Michigan,,,,,,,,Luggage / passenger goods,Methamphetamine (2 kg) | concealed: Luggage / passenger goods,1.7,,,1,,Unknown,No,0,Low,,1,KPTV,full,en,2 sentenced after over 1.7K grams of methamphetamine seized,https://www.kptv.com/video/2026/08/28/2-sentenced-after-over-17k-grams-methamphetamine-seized/,622
2026-08-26,Cocaine,Ecuador,,,Ecuador,Guayaquil,,,,,,banana; fruit; cement,,Legitimate cargo (food/produce); Legitimate cargo (industrial/goods),Cocaine (1.2 t) | Sea - container | concealed: Legitimate cargo (food/produce); Legitimate cargo (industrial/goods),1200.0,,,1,,Sea - container,Yes,50,High,"Container cargo, Hidden in legitimate cargo, Large quantity, Organised network",1,The Conversation,full,en,How Ecuador became a global cocaine hub,https://theconversation.com/how-ecuador-became-a-global-cocaine-hub-290471,889
2026-08-26,NSA,United States,,,United States,Oklahoma,Oklahoma,,,,,cement,,Legitimate cargo (industrial/goods),NSA (1 kg) | concealed: Legitimate cargo (industrial/goods),0.680385,,,1,,Unknown,No,25,Medium,"Hidden in legitimate cargo, Organised network, Multiple drugs",1,KOKH,full,en,OBN agents seize 1.5 pounds of fentanyl from Oklahoma home,https://okcfox.com/news/local/obn-agents-seize-15-pounds-of-fentanyl-oklahoma-bureau-of-narcotics,737
2026-08-26,Cocaine,,,,,,,,,,,cement,,Legitimate cargo (industrial/goods),Cocaine (0 kg) | concealed: Legitimate cargo (industrial/goods),0.2348,,,1,,Unknown,No,20,Low,"Hidden in legitimate cargo, Multiple drugs",1,Patch,full,en,"Multi-Agency Sting Leads To Crack, Fentanyl Seizure, Cash, 2 Arrests: NYSP",https://patch.com/new-york/midhudsonvalley/multi-agency-sting-leads-crack-fentanyl-seizure-cash-2-arrests-nysp,747
2026-08-26,Methamphetamine,,,,,,,,,,,,,,Methamphetamine | Rail,,,,1,,Rail,No,5,Low,Multiple drugs,1,Pune Mirror,snippet,en,"Pune Railway Station Drug Bust: DRI Seizes MDMA, Crystal Meth Worth Rs 3.42 Crore",https://punemirror.com/city/pune/pune-railway-station-dri-mdma-crystal-meth-seizure-rs-3-42-crore/,825
2026-08-26,NSA,,,,,,,,,,,,,,NSA | 2 arrests,,,,1,2.0,Unknown,No,0,Low,,1,CHCH,full,en,"Two charged, $83K of fentanyl seized in Niagara Falls drug bust",https://www.chch.com/chch-news/two-charged-83k-of-fentanyl-seized-in-niagara-falls-drug-bust/,785
2026-08-26,NSA,,,,,,,,,,,,,,NSA (1 kg) | 2 arrests,0.75,,,1,2.0,Unknown,No,0,Low,,1,Waterloo Regional Police,full,en,WRPS Seize Loaded Handgun and Significant Quantity of Fentanyl Following Project Firebird,https://wrps.ca/news/wrps-seize-loaded-handgun-and-significant-quantity-fentanyl-following-project-firebird,779
2026-08-26,Cigarettes,,,,Bangladesh,,,,,,,,,,"Cigarettes (370,000 cigarettes)",,370000.0,cigarettes,1,,Unknown,No,0,Low,,1,United News of Bangladesh,full,en,"370,000 cigarettes, 13,000 ‘counterfeit’ banderols seized in Manikganj",https://unb.com.bd/category/Bangladesh/370000-cigarettes-13000-counterfeit-banderols-seized-in-manikganj/193925,879
2026-08-26,NSA,,,,,,,,,,,,,,NSA | 2 arrests,,,,1,2.0,Unknown,No,0,Low,,1,whky.com,snippet,en,Two Charged After Fentanyl Seized During Search In Burke County,https://whky.com/two-charged-after-fentanyl-seized-during-search-in-burke-county/,743
2026-08-26,NSA,,,,,,,,,,,,,,NSA | 2 arrests,,,,1,2.0,Unknown,No,0,Low,,1,CBC,full,en,"2 arrested in Kitchener after police seize ‘significant quantity’ of fentanyl, stolen handgun",https://www.cbc.ca/news/canada/kitchener-waterloo/2-arrested-in-kitchener-after-police-seize-significant-quantity-of-fentanyl-stolen-handgun-9.7321656,776
2026-08-26,NSA,,,,,,,,,,,,,,NSA,,,,1,,Unknown,No,0,Low,,1,notllocal.com,snippet,en,$83K in fentanyl seized during Niagara Falls hotel room search: police,https://www.notllocal.com/police-beat/83k-in-fentanyl-seized-during-niagara-falls-hotel-room-search-police-12708860,770
2026-08-25,NSA,Honduras,,,United States,Oregon,,,,,,cement,Honduras -> United States,Legitimate cargo (industrial/goods),NSA (100 kg) | concealed: Legitimate cargo (industrial/goods) | route: Honduras -> United States,100.0,,,1,,Unknown,No,50,High,"Hidden in legitimate cargo, Large quantity, Multi-country route, Multiple drugs",1,KPTV,full,en,Downtown Portland fentanyl trafficking crackdown leads to over 100 arrests,https://www.kptv.com/2026/08/26/downtown-portland-fentanyl-trafficking-crackdown-leads-over-100-arrests/,731
2026-08-25,Cocaine,Brazil,South Africa,,South Africa,OR Tambo / Johannesburg,Sao Paulo,,,,,cement,Brazil -> South Africa,Legitimate cargo (industrial/goods); Luggage / passenger goods,"Cocaine (333 kg, 75 packages) | Air - passenger | concealed: Legitimate cargo (industrial/goods); Luggage / passenger goods | route: Brazil -> South Africa",333.0,75.0,packages,1,,Air - passenger,No,30,Medium,"Hidden in legitimate cargo, Multi-country route, Organised network",1,SARS Home | South African Revenue Service,full,en,SARS Customs intercepts more than 333kg of cocaine worth over R167 million at OR Tambo International Airport,https://www.sars.gov.za/media-release/sars-customs-intercepts-more-than-333kg-of-cocaine-worth-over-r167-million-at-or-tambo-international-airport/,405
2026-08-25,Cannabis,Thailand,,,Hong Kong,Hong Kong airport,Bangkok,,,,,cement,Thailand -> Hong Kong,Legitimate cargo (industrial/goods); Luggage / passenger goods,Cannabis (35 kg) | Air - passenger | concealed: Legitimate cargo (industrial/goods); Luggage / passenger goods | route: Thailand -> Hong Kong,35.0,,,1,,Air - passenger,No,30,Medium,"Hidden in legitimate cargo, Multi-country route, Organised network",1,bastillepost.com,full,en,"Hong Kong Customs Seizes About 35kg of Suspected Cannabis Buds at Airport, Arrests British Transit Passenger.",https://www.bastillepost.com/global/article/6105347-hong-kong-customs-seizes-about-35kg-of-suspected-cannabis-buds-at-airport-arrests-british-transit-passenger,678
2026-08-25,NSA,Honduras,,,United States,Washington,,,,,,cement,Honduras -> United States,Legitimate cargo (industrial/goods),NSA | Road | concealed: Legitimate cargo (industrial/goods) | route: Honduras -> United States | 100 arrests,,,,1,100.0,Road,No,30,Medium,"Hidden in legitimate cargo, Multi-country route, Multiple drugs",1,KATU,full,en,"Feds detail 3-year downtown Portland fentanyl crackdown: 100+ charged, 100 kg seized",https://katu.com/news/local/feds-detail-3-year-downtown-portland-fentanyl-crackdown-100-charged-100-kg-seized-oregon-portland-dealing-police-bueau-fbi-federal-bureau-of-investigations-us-attorneys-office-special-agent-drugs-trafficking-prosecution,730
2026-08-25,Cigarettes,,,,India,Assam,,,,,,,,Legitimate cargo (industrial/goods),Cigarettes (36 cigarettes) | Road | concealed: Legitimate cargo (industrial/goods) | 1 arrests,,36.0,cigarettes,1,1.0,Road,No,15,Low,Hidden in legitimate cargo,1,Brighter Kashmir,full,en,Assam Rifles seizes ₹36 lakh cigarettes in Mizoram,https://brighterkashmir.com/assam-rifles-seizes-36-lakh-cigarettes-in-mizoram,882
2026-08-25,NSA,,,,United States,,,,,,,cement,,Legitimate cargo (industrial/goods),NSA | concealed: Legitimate cargo (industrial/goods),,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,Department of Justice (.gov),snippet,en,"U.S. Attorney’s Office, in Partnership with Federal and Local Law Enforcement, Targets Fentanyl Trafficking in Downtown Portland",https://www.justice.gov/usao-or/pr/us-attorneys-office-partnership-federal-and-local-law-enforcement-targets-fentanyl,396
2026-08-25,NSA,,,,United Kingdom,London,,,,,,acornettos',,,NSA,,,,1,,Unknown,No,5,Low,Organised network,1,lbc.co.uk,full,en,"Drugs haul comprised of MDMA, ketamine and ecstasy found buried under Creamfields festival site",https://www.lbc.co.uk/article/drugs-haul-comprised-of-mdma-ketamine-and-ecstasy-found-buried-under-creamfields-5HjdgTX_2/,808
2026-08-25,NSA,,,,United Kingdom,Manchester,,,,,,,,,NSA,,,,1,,Unknown,No,0,Low,,1,DJ Mag,full,en,Police discover stash of drugs buried underground at Creamfields site,https://djmag.com/news/police-discover-stash-of-drugs-buried-underground-creamfields-site,802
2026-08-24,NSA,,United States,,United States,LAX airport,,,,,,cement,,Legitimate cargo (industrial/goods),NSA (11 kg) | Air | concealed: Legitimate cargo (industrial/goods),10.88616,,,1,,Air,No,30,Medium,"Hidden in legitimate cargo, Multi-country route, Organised network",1,CBS News,full,en,LAX security guard allegedly caught with 24 pounds of fentanyl in airport bathroom,https://www.cbsnews.com/losangeles/news/lax-security-guard-allegedly-caught-with-24-pounds-of-fentanyl-in-airport-bathroom/,735
2026-08-24,Cigarettes,Singapore,Japan,,United States,Washington,,,,,,chemicals,Singapore -> Japan -> United States,Legitimate cargo (industrial/goods),"Cigarettes (2,250 packs) | Air | concealed: Legitimate cargo (industrial/goods) | route: Singapore -> Japan -> United States",,2250.0,packs,1,,Air,No,25,Medium,"Hidden in legitimate cargo, Multi-country route",1,The Independent Singapore,full,en,"2,250 cartons of fake cigarettes from Singapore seized at Washington airport, says US Customs & Border Protection",https://theindependent.sg/2-250-cartons-of-fake-cigarettes-from-singapore-seized-at-washington-airport-says-us-customs-border-protection,871
2026-08-24,NSA,,,,United States,Missouri,,,,,,,,,NSA (282 kg) | 4 arrests,282.359775,,,1,4.0,Unknown,No,25,Medium,"Large quantity, Multiple drugs",1,Loudwire,full,en,'Hundreds of Pounds of Drugs' Seized at 2026 Juggalo Festival,https://loudwire.com/gathering-of-the-juggalos-2026-police-drugs/,798
2026-08-24,Cannabis,,,,Syria,Latakia,,,,,,cement,,Legitimate cargo (industrial/goods),"Cannabis (45 kg, 25,000 pills) | concealed: Legitimate cargo (industrial/goods)",45.4,25000.0,pills,1,,Unknown,No,25,Medium,"Hidden in legitimate cargo, Organised network, Multiple drugs",1,sana.sy,full,en,"Syria dismantles drug trafficking network in Latakia, seizes Captagon and hashish",https://sana.sy/en/syria/2338362/,719
2026-08-24,Heroin/Opium,,,,India,Delhi,,,,,,,,Vehicle compartment,"Heroin/Opium (19 kg, 25 packages) | Road | concealed: Vehicle compartment | 1 arrests",18.6,25.0,packages,1,1.0,Road,No,20,Low,"Advanced concealment, Organised network",1,PIB,full,en,CBN busts inter-state heroin syndicate in ‘Op Black Hawk’; seizes over 18.6 kg crude heroin,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2302577,412
2026-08-24,NSA,United States,,United States,United States,Long Beach,Long Beach,Long Beach,,,,,,Legitimate cargo (industrial/goods),NSA (0 kg) | concealed: Legitimate cargo (industrial/goods),0.23,,,1,,Unknown,No,20,Low,"Hidden in legitimate cargo, Multiple drugs",1,Newsday,full,en,"FBI, Long Beach police seize guns, drugs from Long Beach home in suspected trafficking operation",https://www.newsday.com/long-island/crime/long-beach-arrest-drugs-mguqrpfn,794
2026-08-24,Cocaine,United States,,,United States,Long Beach,Long Beach,,,,,cement,,Legitimate cargo (industrial/goods),Cocaine | concealed: Legitimate cargo (industrial/goods),,,,1,,Unknown,No,20,Low,"Hidden in legitimate cargo, Multiple drugs",1,ABC7 New York,full,en,"Nearly two dozen illegal guns, drugs seized from Long Beach home",https://abc7ny.com/post/dozen-illegal-guns-drugs-seized-long-beach-home/19729200/,727
2026-08-24,Cigarettes,,,,Hong Kong,,,,,,,cement,,Legitimate cargo (industrial/goods); Luggage / passenger goods,"Cigarettes (180,000 cigarettes) | Air - passenger | concealed: Legitimate cargo (industrial/goods); Luggage / passenger goods",,180000.0,cigarettes,1,,Air - passenger,No,15,Low,Hidden in legitimate cargo,1,bastillepost.com,full,en,"Hong Kong Customs Seizes About 1.4 Million Suspected Illicit Cigarettes, Arrests 14 Persons in Major Smuggling Crackdown Operation",https://www.bastillepost.com/global/article/6102838-hong-kong-customs-seizes-about-1-4-million-suspected-illicit-cigarettes-arrests-14-persons-in-major-smuggling-crackdown-operation,839
2026-08-23,Cocaine,,,Mexico,Ecuador,Posorja,,,,,,shipment of equipment; cement,,Legitimate cargo (industrial/goods),"Cocaine (1.0 t, 928 packages) | Sea - container | concealed: Legitimate cargo (industrial/goods)",1010.0,928.0,packages,1,,Sea - container,Yes,55,High,"Container cargo, Hidden in legitimate cargo, Large quantity, Multi-country route",1,UA.NEWS,full,en,Ecuador seizes 1.01 tonnes of cocaine from container bound for Mexico,https://ua.news/en/world/v-ekvadori-viluchili-1-01-tonni-kokayinu-z-konteinera-do-meksiki,890
2026-08-23,Cannabis,Thailand,,,Nigeria,Lagos,,,,,,cement; flour; wooden; fish,Thailand -> Nigeria,Legitimate cargo (food/produce); Legitimate cargo (industrial/goods); Postal / parcel,"Cannabis (1.5 t, 54 packs) | Sea - container | concealed: Legitimate cargo (food/produce); Legitimate cargo (industrial/goods); Postal / parcel | route: Thailand -> Nigeria | 3 arrests",1490.5,54.0,packs,1,3.0,Sea - container,Yes,45,Medium,"Container cargo, Hidden in legitimate cargo, Multi-country route, Organised network, Multiple drugs",2,"PM News Nigeria, THISDAYLIVE",full,en,101-Year-old great grandma busted for drug trade as NDLEA seizes N4.4bn Thai Loud,https://pmnewsnigeria.com/2026/08/23/101-year-old-great-grandma-busted-for-drug-trade-as-ndlea-seizes-n4-4bn-thai-loud/,924
2026-08-23,Cannabis,Thailand,,Cameroon,Nigeria,Ogun,,,,,,first-ever seizure; wooden; cement; fish,Thailand -> Cameroon,Legitimate cargo (food/produce); Legitimate cargo (industrial/goods); Luggage / passenger goods; Postal / parcel,Cannabis (0 kg) | Sea - container | concealed: Legitimate cargo (food/produce); Legitimate cargo (industrial/goods); Postal / parcel | route: Thailand -> Cameroon | 3 arrests,0.09,,,1,3.0,Sea - container,Yes,35,Medium,"Container cargo, Hidden in legitimate cargo, Multi-country route",4,"Channels Television, Legit News, TVC News, ndlea.gov.ng",full,en,NDLEA Arrests 101-Year-Old Great-Grandmother for Selling Illicit Drugs,https://www.legit.ng/nigeria/1726783-ndlea-arrests-101-year-great-grandmother-selling-illicit-drugs/,408
2026-08-23,NSA,,,,,,,,,,,,,,NSA,,,,1,,Unknown,No,0,Low,,1,PIX11,snippet,en,Police seize over $1M of fentanyl at alleged packaging mill in NYC: DA,https://pix11.com/news/crime/police-seize-over-1m-of-fentanyl-at-alleged-packaging-mill-in-nyc-da/,729
2026-08-23,Methamphetamine,,,,Philippines,Manila,,,,,,,,,Methamphetamine | Sea - cargo (other),,,,1,,Sea - cargo (other),No,0,Low,,1,Manila Bulletin,snippet,en,P292.4-M shabu hidden in ‘talc stones’ seized at Manila port,https://mb.com.ph/2026/08/23/p2924-m-shabu-hidden-in-talc-stones-seized-at-manila-port,912
2026-08-21,Cocaine,,,,Australia,Queensland,,,,,,,,,Cocaine (142 kg) | Air | 2 arrests,142.0,,,1,2.0,Air,No,10,Low,"Organised network, Multiple drugs",1,afp.gov.au,full,en,Two men charged as part of investigation into Australia’s largest cocaine seizure,https://www.afp.gov.au/news-centre/media-release/two-men-charged-part-investigation-australias-largest-cocaine-seizure,400
