Date,Drug type,Origin,Transit,Destination,Seizure country,Seizure place,Origin place,Destination place,Vessel,Shipping line,Container no.,Cover cargo,Routing,Concealment,Modus operandi,Total quantity (kg),Other quantity,Other unit,Case count,Arrests,Transport type,Container,Risk score,Risk band,Risk flags,Reports (n),Outlets,Text used,Language,Headline,Link,Event ID
2026-08-29,NSA,India,,,India,Kerala,Kerala,,,,,,,Vehicle compartment,NSA (13 kg) | Road | concealed: Vehicle compartment | 6 arrests,12.794,,,1,6.0,Road,No,20,Low,"Advanced concealment, Organised network",4,"Mathrubhumi English, The Hindu, The Times of India, opindia.com",full,en,"Luxury cars, busy towns and MDMA peddling: Woman IPS-led Kerala team nets 3 in Coimbatore",https://english.mathrubhumi.com/news/crime/luxury-cars-busy-towns-and-mdma-peddling-woman-ips-led-kerala-team-nets-3-in-coimbatore-hfu87riz,797
2026-08-29,NSA,,,,,,,,,,,,,Impregnation / liquid / disguised,"NSA (3 kg, 5 pills) | concealed: Impregnation / liquid / disguised | 23 arrests",3.0,5.0,pills,1,23.0,Unknown,No,20,Low,"Advanced concealment, Multiple drugs",1,The Star,full,en,RM3mil worth of ‘sweet’ drugs seized in four raids,https://www.thestar.com.my/news/nation/2026/08/29/rm3mil-worth-of-sweet-drugs-seized-in-four-raids,804
2026-08-29,NSA,India,,India,India,Delhi,Delhi,Bengaluru,,,,,,Luggage / passenger goods,NSA | Rail | concealed: Luggage / passenger goods | 4 arrests,,,,1,4.0,Rail,No,10,Low,"Organised network, Multiple drugs",1,PIB,full,en,DRI seizes around 18 Kg Amphetamine and MDMA in two operations as it intensifies crackdown on synthetic drugs; Four persons arrested,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2304522&reg=48&lang=1,416
2026-08-29,Cocaine,,,,Ireland,Dublin,,,,,,,,,"Cocaine (22 kg, 5,000 pills) | Sea - vessel/small craft | 2 arrests",22.0,5000.0,pills,1,2.0,Sea - vessel/small craft,No,5,Low,Multiple drugs,1,RTE.ie,full,en,Two arrested after €2.3 million worth of drugs seized,https://www.rte.ie/news/leinster/2026/0829/1589672-gardai-drug-seizure/,811
2026-08-29,NSA,,,,,,,,,,,,,,NSA (0 kg) | 3 arrests,0.12,,,1,3.0,Unknown,No,0,Low,,1,CTV News,full,en,3 face trafficking charges after fentanyl seizure in south Windsor,https://www.ctvnews.ca/windsor/article/3-face-trafficking-charges-after-fentanyl-seizure-in-south-windsor/,777
2026-08-29,Unspecified,,,,,,,,,,,,,,Unspecified (13 kg) | Road,12.9,,,1,,Road,No,0,Low,,1,NDTV,snippet,en,12.8-Kg Drugs Seized From Car In Coimbatore. 100-Grams Bust Led Cops To It,https://www.ndtv.com/india-news/12-8-kg-drugs-seized-from-car-in-coimbatore-100-grams-bust-led-cops-to-it-11975726,793
2026-08-28,NSA,,,,Australia,Sydney,,,,,,chemicals,,Legitimate cargo (industrial/goods),NSA (2.2 t) | Sea - cargo (other) | concealed: Legitimate cargo (industrial/goods),2215.0,,,1,,Sea - cargo (other),No,45,Medium,"Hidden in legitimate cargo, Large quantity, Organised network, Multiple drugs",1,UK Border Force,full,en,Ketamine seizures reach 15 year high,https://www.gov.uk/government/news/ketamine-seizures-reach-15-year-high,381
2026-08-28,Cannabis,Thailand,,,United Kingdom,London,Bangkok,,,,,cement,Thailand -> United Kingdom,Legitimate cargo (industrial/goods); Luggage / passenger goods,Cannabis (32 kg) | Air - passenger | concealed: Legitimate cargo (industrial/goods); Luggage / passenger goods | route: Thailand -> United Kingdom,32.0,,,1,,Air - passenger,No,30,Medium,"Hidden in legitimate cargo, Multi-country route, Organised network",1,info.gov.hk,full,en,Hong Kong Customs seizes suspected cannabis buds worth about $7.5 million at airport (with photo),https://www.info.gov.hk/gia/general/202608/28/P2026082800681.htm,688
2026-08-28,NSA,,,,Malaysia,,,,,,,,,Legitimate cargo (industrial/goods),"NSA (64 kg, 5 pills) | concealed: Legitimate cargo (industrial/goods) | 7 arrests",63.769999999999996,5.0,pills,1,7.0,Unknown,No,20,Low,"Hidden in legitimate cargo, Multiple drugs",1,Malay Mail,full,en,Husband and wife among seven held as Penang police seize drugs worth RM3.2m,https://www.malaymail.com/news/malaysia/2026/08/28/husband-and-wife-among-seven-held-as-penang-police-seize-drugs-worth-rm32m/232989,807
2026-08-28,NSA,,,,Egypt,,,,,,,,,,"NSA (1,600,000 pills)",,1600000.0,pills,1,,Unknown,No,20,Low,Large quantity,1,english.ahram.org.eg,snippet,en,"Egypt thwarts attempt to import, smuggle 1.6 million Captagon tablets - Courts & Law - Egypt",https://english.ahram.org.eg/News/575443.aspx,713
2026-08-28,Methamphetamine,India,,,India,Delhi,Mizoram,,,,,,,Vehicle compartment,Methamphetamine | Road | concealed: Vehicle compartment | 2 arrests,,,,1,2.0,Road,No,20,Low,"Advanced concealment, Multiple drugs",1,PIB,full,en,DRI seizes 76 kg methamphetamine tablets in two operations along North-Eastern frontier,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2304025,413
2026-08-28,Cocaine,,,,United States,Atlanta,,,,,,cement,,Legitimate cargo (industrial/goods),Cocaine (2 kg) | Road | concealed: Legitimate cargo (industrial/goods),2.0,,,1,,Road,No,20,Low,"Hidden in legitimate cargo, Multiple drugs",1,WSB-TV,full,en,2 kilos of cocaine mixed with fentanyl seized after chase in DeKalb,https://www.wsbtv.com/news/local/dekalb-county/2-kilos-cocaine-mixed-with-fentanyl-seized-after-chase-dekalb/PRXKR3KSLJATFHV3T2DHHQ2KVM/,721
2026-08-28,Cocaine,,,,,,,,,,,,,,Cocaine | Road,,,,1,,Road,No,5,Low,Multiple drugs,1,FOX 5 Atlanta,full,en,Driver jailed after brief chase leads to major DeKalb County drug bust,https://www.fox5atlanta.com/news/driver-jailed-after-brief-chase-leads-major-dekalb-county-drug-bust,738
2026-08-28,NSA,,,,,,,,,,,,,,"NSA (3 kg, 5 pills) | 4 arrests",3.0,5.0,pills,1,4.0,Unknown,No,5,Low,Multiple drugs,1,The Star,full,en,"'Sweet' disguises, bitter consequences: Seven nabbed, drugs worth RM3mil seized in Penang ops",https://www.thestar.com.my/news/nation/2026/08/28/039sweet039-disguises-bitter-consequences-seven-nabbed-drugs-worth-rm3mil-seized-in-penang-ops,810
2026-08-28,NSA,,,,,,,,,,,,,,"NSA (38 kg, 5 pills) | Road | 23 arrests",38.3,5.0,pills,1,23.0,Road,No,5,Low,Multiple drugs,1,The Vibes,full,en,"Penang police bust three drug syndicates, seize RM3.2 million in narcotics",https://www.thevibes.com/articles/news/126683/penang-police-bust-three-drug-syndicates-seize-rm3.2-million-in-narcotics,806
2026-08-28,Cigarettes,,,,China,Shenzhen,,,,,,,,Luggage / passenger goods,Cigarettes | Road | concealed: Luggage / passenger goods,,,,1,,Road,No,0,Low,,1,bastillepost.com,full,en,Passenger Fined and Jailed for Possessing Duty-Not-Paid Cigarettes,https://www.bastillepost.com/global/article/6114082-passenger-fined-and-jailed-for-possessing-duty-not-paid-cigarettes,841
2026-08-28,Cocaine,,,,,,,,,,,,,,Cocaine (263 kg),263.0822,,,1,,Unknown,No,0,Low,,1,DEA (.gov),snippet,en,Major Seizure of 580 Pounds of Cocaine Seized at a Self- Storage Facility in Long Island City,https://www.dea.gov/press-releases/2026/08/28/major-seizure-580-pounds-cocaine-seized-self-storage-facility-long-island,386
2026-08-27,Cocaine,United States,,,United States,Port Everglades,Port Everglades,,,,,cement,,Legitimate cargo (industrial/goods),Cocaine (3.2 t) | Sea - vessel/small craft | concealed: Legitimate cargo (industrial/goods) | 5 arrests,3175.13,,,1,5.0,Sea - vessel/small craft,No,40,Medium,"Hidden in legitimate cargo, Large quantity, Organised network",1,Fox News,full,en,"Coast Guard seizes 7K pounds of cocaine worth more than $54 million near Puerto Rico, five arrested",https://www.foxnews.com/us/coast-guard-seizes-7k-pounds-cocaine-worth-more-than-54-million-near-puerto-rico-five-arrested,520
2026-08-27,Methamphetamine,Pakistan,,,Germany,Hamburg,,,,,,rice,Pakistan -> Germany,Legitimate cargo (food/produce),Methamphetamine | Sea - container | concealed: Legitimate cargo (food/produce) | route: Pakistan -> Germany,,,,1,,Sea - container,Yes,40,Medium,"Container cargo, Hidden in legitimate cargo, Multi-country route, Multiple drugs",1,bluewin.ch,full,en,1.5 metric tons of crystal meth discovered in the Port of Hamburg,https://www.bluewin.ch/en/news/1.5-metric-tons-of-crystal-meth-discovered-in-the-port-of-hamburg-li.3577589,907
2026-08-27,NSA,United States,,,United States,Maryland,,,,,,cement,,Legitimate cargo (industrial/goods),NSA (0 kg) | concealed: Legitimate cargo (industrial/goods),0.4,,,1,,Unknown,No,25,Medium,"Hidden in legitimate cargo, Organised network, Multiple drugs",1,The BayNet,full,en,"Maryland Father-Son Drug Bust: Authorities Seize Millions In Fentanyl, Cocaine And Cash",https://thebaynet.com/maryland-father-son-drug-bust-authorities-seize-millions-in-fentanyl-cocaine-and-cash/,746
2026-08-27,NSA,,,,United States,Atlanta,,,,,,cement,,Legitimate cargo (industrial/goods),NSA | Road | concealed: Legitimate cargo (industrial/goods),,,,1,,Road,No,20,Low,"Hidden in legitimate cargo, Multiple drugs",1,FOX 5 Atlanta,full,en,"Cartersville police seize enough fentanyl to kill 8,000 in traffic stop arrest",https://www.fox5atlanta.com/news/cartersville-police-seize-enough-fentanyl-kill-8000-traffic-stop-arrest,734
2026-08-27,Unspecified,,,,,,,,,,,,,,Unspecified (1.0 t),1045.0,,,1,,Unknown,No,20,Low,Large quantity,1,조선일보,snippet,en,"Korea Customs Seizes 1,045 kg Narcotics, 100% Arrests",https://www.chosun.com/english/market-money-en/2026/08/27/IFFYNBZAGJCXDNIKXOJCDXFUEA/,677
2026-08-27,Cocaine,,,,United States,New York,,,,,,,,,Cocaine (0 kg),0.31805,,,1,,Unknown,No,5,Low,Multiple drugs,1,aol.com,full,en,"Nearly Half-Pound Of Crack, Fentanyl, Over $2K Seized In Poughkeepsie Drug Raid: Police",https://www.aol.com/articles/nearly-half-pound-crack-fentanyl-200000000.html,774
2026-08-27,Cigarettes,,,,Hong Kong,,,,,,,,,,Cigarettes | Road,,,,1,,Road,No,0,Low,,1,The Standard (HK),full,en,"Customs seizes $8.3m worth of illicit cigarettes in Tsing Yi flat, arrests 28-year-old man",https://www.thestandard.com.hk/news/article/341044/Customs-seizes-83m-worth-of-illicit-cigarettes-in-Tsing-Yi-flat-arrests-28-year-old-man,847
2026-08-27,Cigarettes,,,,Hong Kong,Hong Kong airport,,,,,,,,Luggage / passenger goods,"Cigarettes (76,800 cigarettes) | Air - passenger | concealed: Luggage / passenger goods",,76800.0,cigarettes,1,,Air - passenger,No,0,Low,,1,bastillepost.com,full,en,Two Mainland Passengers Jailed for Importing Duty-Not-Paid Cigarettes at Airport,https://www.bastillepost.com/global/article/6111299-two-mainland-passengers-jailed-for-importing-duty-not-paid-cigarettes-at-airport,864
2026-08-27,Methamphetamine,,,,United States,Michigan,,,,,,,,Luggage / passenger goods,Methamphetamine (2 kg) | concealed: Luggage / passenger goods,1.7,,,1,,Unknown,No,0,Low,,1,KPTV,full,en,2 sentenced after over 1.7K grams of methamphetamine seized,https://www.kptv.com/video/2026/08/28/2-sentenced-after-over-17k-grams-methamphetamine-seized/,622
2026-08-26,Cocaine,Ecuador,,,Ecuador,Guayaquil,,,,,,banana; fruit; cement,,Legitimate cargo (food/produce); Legitimate cargo (industrial/goods),Cocaine (1.2 t) | Sea - container | concealed: Legitimate cargo (food/produce); Legitimate cargo (industrial/goods),1200.0,,,1,,Sea - container,Yes,50,High,"Container cargo, Hidden in legitimate cargo, Large quantity, Organised network",1,The Conversation,full,en,How Ecuador became a global cocaine hub,https://theconversation.com/how-ecuador-became-a-global-cocaine-hub-290471,889
2026-08-26,NSA,United States,,,United States,Oklahoma,Oklahoma,,,,,cement,,Legitimate cargo (industrial/goods),NSA (1 kg) | concealed: Legitimate cargo (industrial/goods),0.680385,,,1,,Unknown,No,25,Medium,"Hidden in legitimate cargo, Organised network, Multiple drugs",1,KOKH,full,en,OBN agents seize 1.5 pounds of fentanyl from Oklahoma home,https://okcfox.com/news/local/obn-agents-seize-15-pounds-of-fentanyl-oklahoma-bureau-of-narcotics,737
2026-08-26,Cocaine,,,,,,,,,,,cement,,Legitimate cargo (industrial/goods),Cocaine (0 kg) | concealed: Legitimate cargo (industrial/goods),0.2348,,,1,,Unknown,No,20,Low,"Hidden in legitimate cargo, Multiple drugs",1,Patch,full,en,"Multi-Agency Sting Leads To Crack, Fentanyl Seizure, Cash, 2 Arrests: NYSP",https://patch.com/new-york/midhudsonvalley/multi-agency-sting-leads-crack-fentanyl-seizure-cash-2-arrests-nysp,747
2026-08-26,Methamphetamine,,,,,,,,,,,,,,Methamphetamine | Rail,,,,1,,Rail,No,5,Low,Multiple drugs,1,Pune Mirror,snippet,en,"Pune Railway Station Drug Bust: DRI Seizes MDMA, Crystal Meth Worth Rs 3.42 Crore",https://punemirror.com/city/pune/pune-railway-station-dri-mdma-crystal-meth-seizure-rs-3-42-crore/,825
2026-08-26,Cigarettes,,,,Bangladesh,,,,,,,,,,"Cigarettes (370,000 cigarettes)",,370000.0,cigarettes,1,,Unknown,No,0,Low,,1,United News of Bangladesh,full,en,"370,000 cigarettes, 13,000 ‘counterfeit’ banderols seized in Manikganj",https://unb.com.bd/category/Bangladesh/370000-cigarettes-13000-counterfeit-banderols-seized-in-manikganj/193925,879
2026-08-26,NSA,,,,,,,,,,,,,,NSA (1 kg) | 2 arrests,0.75,,,1,2.0,Unknown,No,0,Low,,1,Waterloo Regional Police,full,en,WRPS Seize Loaded Handgun and Significant Quantity of Fentanyl Following Project Firebird,https://wrps.ca/news/wrps-seize-loaded-handgun-and-significant-quantity-fentanyl-following-project-firebird,779
2026-08-26,NSA,,,,,,,,,,,,,,NSA | 2 arrests,,,,1,2.0,Unknown,No,0,Low,,1,CBC,full,en,"2 arrested in Kitchener after police seize ‘significant quantity’ of fentanyl, stolen handgun",https://www.cbc.ca/news/canada/kitchener-waterloo/2-arrested-in-kitchener-after-police-seize-significant-quantity-of-fentanyl-stolen-handgun-9.7321656,776
2026-08-26,NSA,,,,,,,,,,,,,,NSA,,,,1,,Unknown,No,0,Low,,1,notllocal.com,snippet,en,$83K in fentanyl seized during Niagara Falls hotel room search: police,https://www.notllocal.com/police-beat/83k-in-fentanyl-seized-during-niagara-falls-hotel-room-search-police-12708860,770
2026-08-26,NSA,,,,,,,,,,,,,,NSA | 2 arrests,,,,1,2.0,Unknown,No,0,Low,,1,whky.com,snippet,en,Two Charged After Fentanyl Seized During Search In Burke County,https://whky.com/two-charged-after-fentanyl-seized-during-search-in-burke-county/,743
2026-08-26,NSA,,,,,,,,,,,,,,NSA | 2 arrests,,,,1,2.0,Unknown,No,0,Low,,1,CHCH,full,en,"Two charged, $83K of fentanyl seized in Niagara Falls drug bust",https://www.chch.com/chch-news/two-charged-83k-of-fentanyl-seized-in-niagara-falls-drug-bust/,785
2026-08-25,NSA,Honduras,,,United States,Oregon,,,,,,cement,Honduras -> United States,Legitimate cargo (industrial/goods),NSA (100 kg) | concealed: Legitimate cargo (industrial/goods) | route: Honduras -> United States,100.0,,,1,,Unknown,No,50,High,"Hidden in legitimate cargo, Large quantity, Multi-country route, Multiple drugs",1,KPTV,full,en,Downtown Portland fentanyl trafficking crackdown leads to over 100 arrests,https://www.kptv.com/2026/08/26/downtown-portland-fentanyl-trafficking-crackdown-leads-over-100-arrests/,731
2026-08-25,NSA,Honduras,,,United States,Washington,,,,,,cement,Honduras -> United States,Legitimate cargo (industrial/goods),NSA | Road | concealed: Legitimate cargo (industrial/goods) | route: Honduras -> United States | 100 arrests,,,,1,100.0,Road,No,30,Medium,"Hidden in legitimate cargo, Multi-country route, Multiple drugs",1,KATU,full,en,"Feds detail 3-year downtown Portland fentanyl crackdown: 100+ charged, 100 kg seized",https://katu.com/news/local/feds-detail-3-year-downtown-portland-fentanyl-crackdown-100-charged-100-kg-seized-oregon-portland-dealing-police-bueau-fbi-federal-bureau-of-investigations-us-attorneys-office-special-agent-drugs-trafficking-prosecution,730
2026-08-25,Cocaine,Brazil,South Africa,,South Africa,OR Tambo / Johannesburg,Sao Paulo,,,,,cement,Brazil -> South Africa,Legitimate cargo (industrial/goods); Luggage / passenger goods,"Cocaine (333 kg, 75 packages) | Air - passenger | concealed: Legitimate cargo (industrial/goods); Luggage / passenger goods | route: Brazil -> South Africa",333.0,75.0,packages,1,,Air - passenger,No,30,Medium,"Hidden in legitimate cargo, Multi-country route, Organised network",1,SARS Home | South African Revenue Service,full,en,SARS Customs intercepts more than 333kg of cocaine worth over R167 million at OR Tambo International Airport,https://www.sars.gov.za/media-release/sars-customs-intercepts-more-than-333kg-of-cocaine-worth-over-r167-million-at-or-tambo-international-airport/,405
2026-08-25,Cannabis,Thailand,,,Hong Kong,Hong Kong airport,Bangkok,,,,,cement,Thailand -> Hong Kong,Legitimate cargo (industrial/goods); Luggage / passenger goods,Cannabis (35 kg) | Air - passenger | concealed: Legitimate cargo (industrial/goods); Luggage / passenger goods | route: Thailand -> Hong Kong,35.0,,,1,,Air - passenger,No,30,Medium,"Hidden in legitimate cargo, Multi-country route, Organised network",1,bastillepost.com,full,en,"Hong Kong Customs Seizes About 35kg of Suspected Cannabis Buds at Airport, Arrests British Transit Passenger.",https://www.bastillepost.com/global/article/6105347-hong-kong-customs-seizes-about-35kg-of-suspected-cannabis-buds-at-airport-arrests-british-transit-passenger,678
2026-08-25,NSA,,,,United States,,,,,,,cement,,Legitimate cargo (industrial/goods),NSA | concealed: Legitimate cargo (industrial/goods),,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,Department of Justice (.gov),snippet,en,"U.S. Attorney’s Office, in Partnership with Federal and Local Law Enforcement, Targets Fentanyl Trafficking in Downtown Portland",https://www.justice.gov/usao-or/pr/us-attorneys-office-partnership-federal-and-local-law-enforcement-targets-fentanyl,396
2026-08-25,Cigarettes,,,,India,Assam,,,,,,,,Legitimate cargo (industrial/goods),Cigarettes (36 cigarettes) | Road | concealed: Legitimate cargo (industrial/goods) | 1 arrests,,36.0,cigarettes,1,1.0,Road,No,15,Low,Hidden in legitimate cargo,1,Brighter Kashmir,full,en,Assam Rifles seizes ₹36 lakh cigarettes in Mizoram,https://brighterkashmir.com/assam-rifles-seizes-36-lakh-cigarettes-in-mizoram,882
2026-08-25,NSA,,,,United Kingdom,London,,,,,,acornettos',,,NSA,,,,1,,Unknown,No,5,Low,Organised network,1,lbc.co.uk,full,en,"Drugs haul comprised of MDMA, ketamine and ecstasy found buried under Creamfields festival site",https://www.lbc.co.uk/article/drugs-haul-comprised-of-mdma-ketamine-and-ecstasy-found-buried-under-creamfields-5HjdgTX_2/,808
2026-08-25,NSA,,,,United Kingdom,Manchester,,,,,,,,,NSA,,,,1,,Unknown,No,0,Low,,1,DJ Mag,full,en,Police discover stash of drugs buried underground at Creamfields site,https://djmag.com/news/police-discover-stash-of-drugs-buried-underground-creamfields-site,802
2026-08-24,NSA,,United States,,United States,LAX airport,,,,,,cement,,Legitimate cargo (industrial/goods),NSA (11 kg) | Air | concealed: Legitimate cargo (industrial/goods),10.88616,,,1,,Air,No,30,Medium,"Hidden in legitimate cargo, Multi-country route, Organised network",1,CBS News,full,en,LAX security guard allegedly caught with 24 pounds of fentanyl in airport bathroom,https://www.cbsnews.com/losangeles/news/lax-security-guard-allegedly-caught-with-24-pounds-of-fentanyl-in-airport-bathroom/,735
